id,text,clean_text,tokens,tokens_without_stopwords,stemmed_tokens
UgwtialqEl_a1h7AasJ4AaABAg,"Terbaik ❤ memang kak , salam Weton88",terbaik memang kak salam weton,"['terbaik', 'memang', 'kak', 'salam', 'weton']","['terbaik', 'kak', 'salam', 'weton']","['baik', 'kak', 'salam', 'weton']"
Ugztg2Frt6TKNR0sirt4AaABAg,"mantap ini mah , gwa gk jadi beli ROG awokdaowkdaw",mantap ini mah gwa gk jadi beli rog awokdaowkdaw,"['mantap', 'ini', 'mah', 'gwa', 'gk', 'jadi', 'beli', 'rog', 'awokdaowkdaw']","['mantap', 'mah', 'gwa', 'beli', 'rog', 'awokdaowkdaw']","['mantap', 'mah', 'gwa', 'beli', 'rog', 'awokdaowkdaw']"
UgxT59dydPCFgTGR6rZ4AaABAg,Harga segitu beli poco ?,harga segitu beli poco,"['harga', 'segitu', 'beli', 'poco']","['harga', 'segitu', 'beli', 'poco']","['harga', 'segitu', 'beli', 'poco']"
Ugz2JV9J6wBTbZtXZnl4AaABAg,Padahal berharap f7 pro lebih murah biar f6 anjlok😢 ke 3jtan,padahal berharap f pro lebih murah biar f anjlok ke jtan,"['padahal', 'berharap', 'f', 'pro', 'lebih', 'murah', 'biar', 'f', 'anjlok', 'ke', 'jtan']","['berharap', 'pro', 'murah', 'biar', 'anjlok', 'jtan']","['harap', 'pro', 'murah', 'biar', 'anjlok', 'jtan']"
UgxRvUodnUBpLciBR-l4AaABAg,"Bang, kenapa ya kalo android, waktu nelpon di telinga itu kedengeran suara penelponnya? Kalo pake iphone enggk ada sama sekali. Apakah itu kekurangan dari srmua android?",bang kenapa ya kalo android waktu nelpon di telinga itu kedengeran suara penelponnya kalo pake iphone enggk ada sama sekali apakah itu kekurangan dari srmua android,"['bang', 'kenapa', 'ya', 'kalo', 'android', 'waktu', 'nelpon', 'di', 'telinga', 'itu', 'kedengeran', 'suara', 'penelponnya', 'kalo', 'pake', 'iphone', 'enggk', 'ada', 'sama', 'sekali', 'apakah', 'itu', 'kekurangan', 'dari', 'srmua', 'android']","['android', 'nelpon', 'telinga', 'kedengeran', 'suara', 'penelponnya', 'pake', 'iphone', 'enggk', 'kekurangan', 'srmua', 'android']","['android', 'nelpon', 'telinga', 'kedengeran', 'suara', 'telpon', 'pake', 'iphone', 'enggk', 'kurang', 'srmua', 'android']"
UgytZ1IFSMYBSJoGBVl4AaABAg,Mending iqoo 13,mending iqoo,"['mending', 'iqoo']","['mending', 'iqoo']","['mending', 'iqoo']"
UgwkVNbEpCR3fEO-iR54AaABAg,"10 jt msh ada iklan ga sesuai dengn nama ULTRA nya, hdeeeh pdhl sya pnguna f3, ngrsa kcwa ajh d hrga 10 jta msh ada ikln dan cmera juga msh kalh sma prduk sblh yg seri V.",jt msh ada iklan ga sesuai dengn nama ultra nya hdeeeh pdhl sya pnguna f ngrsa kcwa ajh d hrga jta msh ada ikln dan cmera juga msh kalh sma prduk sblh yg seri v,"['jt', 'msh', 'ada', 'iklan', 'ga', 'sesuai', 'dengn', 'nama', 'ultra', 'nya', 'hdeeeh', 'pdhl', 'sya', 'pnguna', 'f', 'ngrsa', 'kcwa', 'ajh', 'd', 'hrga', 'jta', 'msh', 'ada', 'ikln', 'dan', 'cmera', 'juga', 'msh', 'kalh', 'sma', 'prduk', 'sblh', 'yg', 'seri', 'v']","['msh', 'iklan', 'sesuai', 'dengn', 'nama', 'ultra', 'hdeeeh', 'pdhl', 'sya', 'pnguna', 'ngrsa', 'kcwa', 'ajh', 'hrga', 'jta', 'msh', 'ikln', 'cmera', 'msh', 'kalh', 'sma', 'prduk', 'sblh', 'seri']","['msh', 'iklan', 'sesuai', 'dengn', 'nama', 'ultra', 'hdeeeh', 'pdhl', 'sya', 'pnguna', 'ngrsa', 'kcwa', 'ajh', 'hrga', 'jta', 'msh', 'ikln', 'cmera', 'msh', 'kalh', 'sma', 'prduk', 'sblh', 'seri']"
UgwPWIPOR31I96gVCcx4AaABAg,"Better Asus Zenfone 11 Ultra dah harga udah turun, chipset masih bisa bersaing,kamera lumayan bagus,layar udah LTPO,stereo speakernya bulet,AI Masih bisa bersaing juga.",better asus zenfone ultra dah harga udah turun chipset masih bisa bersaingkamera lumayan baguslayar udah ltpostereo speakernya buletai masih bisa bersaing juga,"['better', 'asus', 'zenfone', 'ultra', 'dah', 'harga', 'udah', 'turun', 'chipset', 'masih', 'bisa', 'bersaingkamera', 'lumayan', 'baguslayar', 'udah', 'ltpostereo', 'speakernya', 'buletai', 'masih', 'bisa', 'bersaing', 'juga']","['better', 'asus', 'zenfone', 'ultra', 'dah', 'harga', 'turun', 'chipset', 'bersaingkamera', 'lumayan', 'baguslayar', 'ltpostereo', 'speakernya', 'buletai', 'bersaing']","['better', 'asus', 'zenfone', 'ultra', 'dah', 'harga', 'turun', 'chipset', 'bersaingkamera', 'lumayan', 'baguslayar', 'ltpostereo', 'speakernya', 'buletai', 'saing']"
AH013p9FJGGAH09aUwksmi,"Minus nya cuman di support OS nya aja cuma mentok android 16 
Belum dual chipset
Snap juga 8 gen 3 
Cocok nya di compare f7 pro sih ini hp
Dari harga juga sama, beda dikit aja",minus nya cuman di support os nya aja cuma mentok android belum dual chipset snap juga gen cocok nya di compare f pro sih ini hp dari harga juga sama beda dikit aja,"['minus', 'nya', 'cuman', 'di', 'support', 'os', 'nya', 'aja', 'cuma', 'mentok', 'android', 'belum', 'dual', 'chipset', 'snap', 'juga', 'gen', 'cocok', 'nya', 'di', 'compare', 'f', 'pro', 'sih', 'ini', 'hp', 'dari', 'harga', 'juga', 'sama', 'beda', 'dikit', 'aja']","['minus', 'cuman', 'support', 'mentok', 'android', 'dual', 'chipset', 'snap', 'gen', 'cocok', 'compare', 'pro', 'harga', 'beda', 'dikit']","['minus', 'cuman', 'support', 'mentok', 'android', 'dual', 'chipset', 'snap', 'gen', 'cocok', 'compare', 'pro', 'harga', 'beda', 'dikit']"
UgxAf2aqNIbuttHYHul4AaABAg,0:02 Wah keren Weton88 terbaik menang mudah,wah keren weton terbaik menang mudah,"['wah', 'keren', 'weton', 'terbaik', 'menang', 'mudah']","['keren', 'weton', 'terbaik', 'menang', 'mudah']","['keren', 'weton', 'baik', 'menang', 'mudah']"
UgyVpX9cNw-CdDdjBEx4AaABAg,Sehat selalu semuanya salam dari 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 gampang jepe,sehat selalu semuanya salam dari 𝗪𝗘𝗧𝗢𝗡 gampang jepe,"['sehat', 'selalu', 'semuanya', 'salam', 'dari', '𝗪𝗘𝗧𝗢𝗡', 'gampang', 'jepe']","['sehat', 'salam', '𝗪𝗘𝗧𝗢𝗡', 'gampang', 'jepe']","['sehat', 'salam', '', 'gampang', 'jepe']"
UgzAg3PSST_gwoKISFN4AaABAg,"Nyimak abang , Weton88 Cair mulu 😁",nyimak abang weton cair mulu,"['nyimak', 'abang', 'weton', 'cair', 'mulu']","['nyimak', 'abang', 'weton', 'cair', 'mulu']","['nyimak', 'abang', 'weton', 'cair', 'mulu']"
UgwiT4m6eNmMZjLdxM94AaABAg,0:03 Keren boleh coba bang gas di 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,keren boleh coba bang gas di 𝗪𝗘𝗧𝗢𝗡,"['keren', 'boleh', 'coba', 'bang', 'gas', 'di', '𝗪𝗘𝗧𝗢𝗡']","['keren', 'coba', 'gas', '𝗪𝗘𝗧𝗢𝗡']","['keren', 'coba', 'gas', '']"
UgwENYeKXf1uw-f0zK14AaABAg,mending bang coba di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 selama ini di bayar wede w !! gak pernah bermasalah,mending bang coba di 𝗪𝗘𝗧𝗢𝗡 selama ini di bayar wede w gak pernah bermasalah,"['mending', 'bang', 'coba', 'di', '𝗪𝗘𝗧𝗢𝗡', 'selama', 'ini', 'di', 'bayar', 'wede', 'w', 'gak', 'pernah', 'bermasalah']","['mending', 'coba', '𝗪𝗘𝗧𝗢𝗡', 'bayar', 'wede', 'bermasalah']","['mending', 'coba', '', 'bayar', 'wede', 'masalah']"
UgxrfwOGSkUZQ3WgntN4AaABAg,"Semangat Bosqu , Terbaik ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴",semangat bosqu terbaik 𝗪𝗘𝗧𝗢𝗡,"['semangat', 'bosqu', 'terbaik', '𝗪𝗘𝗧𝗢𝗡']","['semangat', 'bosqu', 'terbaik', '𝗪𝗘𝗧𝗢𝗡']","['semangat', 'bosqu', 'baik', '']"
UgyyTzQVOlEfdktuCsR4AaABAg,"Begitu mantap! Bermain di Weton88, rezeki pun mengalir dengan deras!",begitu mantap bermain di weton rezeki pun mengalir dengan deras,"['begitu', 'mantap', 'bermain', 'di', 'weton', 'rezeki', 'pun', 'mengalir', 'dengan', 'deras']","['mantap', 'bermain', 'weton', 'rezeki', 'mengalir', 'deras']","['mantap', 'main', 'weton', 'rezeki', 'alir', 'deras']"
Ugycz8vWUp8aFlkYQzV4AaABAg,mending bang coba di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 selama ini di bayar wede w !! gak pernah bermasalah,mending bang coba di 𝗪𝗘𝗧𝗢𝗡 selama ini di bayar wede w gak pernah bermasalah,"['mending', 'bang', 'coba', 'di', '𝗪𝗘𝗧𝗢𝗡', 'selama', 'ini', 'di', 'bayar', 'wede', 'w', 'gak', 'pernah', 'bermasalah']","['mending', 'coba', '𝗪𝗘𝗧𝗢𝗡', 'bayar', 'wede', 'bermasalah']","['mending', 'coba', '', 'bayar', 'wede', 'masalah']"
UgxOOp--13HoKg_3Ubx4AaABAg,Seperti biasa sehat selalu kang semngat ngonten dan dilancarkan segala urusannya Salam dari 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴 ❤,seperti biasa sehat selalu kang semngat ngonten dan dilancarkan segala urusannya salam dari 𝗪𝗘𝗧𝗢𝗡,"['seperti', 'biasa', 'sehat', 'selalu', 'kang', 'semngat', 'ngonten', 'dan', 'dilancarkan', 'segala', 'urusannya', 'salam', 'dari', '𝗪𝗘𝗧𝗢𝗡']","['sehat', 'kang', 'semngat', 'ngonten', 'dilancarkan', 'urusannya', 'salam', '𝗪𝗘𝗧𝗢𝗡']","['sehat', 'kang', 'semngat', 'ngonten', 'lancar', 'urus', 'salam', '']"
UgxeYz5-_gFmvCIWCF14AaABAg,Akhirnya yg di tunggu2😁 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,akhirnya yg di tunggu 𝗪𝗘𝗧𝗢𝗡,"['akhirnya', 'yg', 'di', 'tunggu', '𝗪𝗘𝗧𝗢𝗡']","['tunggu', '𝗪𝗘𝗧𝗢𝗡']","['tunggu', '']"
Ugy56-4IiBXVi7LVF1d4AaABAg,Lancar lancar bang salam Jepe ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,lancar lancar bang salam jepe 𝗪𝗘𝗧𝗢𝗡,"['lancar', 'lancar', 'bang', 'salam', 'jepe', '𝗪𝗘𝗧𝗢𝗡']","['lancar', 'lancar', 'salam', 'jepe', '𝗪𝗘𝗧𝗢𝗡']","['lancar', 'lancar', 'salam', 'jepe', '']"
Ugz0mzBffNBvI2SCItF4AaABAg,Weton88 is the best ❤❤❤,weton is the best,"['weton', 'is', 'the', 'best']","['weton', 'the', 'best']","['weton', 'the', 'best']"
UgzCG1mFYqxJXs4cUqR4AaABAg,Lancar lancar bang salam Jepe ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,lancar lancar bang salam jepe 𝗪𝗘𝗧𝗢𝗡,"['lancar', 'lancar', 'bang', 'salam', 'jepe', '𝗪𝗘𝗧𝗢𝗡']","['lancar', 'lancar', 'salam', 'jepe', '𝗪𝗘𝗧𝗢𝗡']","['lancar', 'lancar', 'salam', 'jepe', '']"
UgweCTEgkpXkY7AL80p4AaABAg,Cair terus ini kakak mantap banget cuan di Weton88,cair terus ini kakak mantap banget cuan di weton,"['cair', 'terus', 'ini', 'kakak', 'mantap', 'banget', 'cuan', 'di', 'weton']","['cair', 'kakak', 'mantap', 'cuan', 'weton']","['cair', 'kakak', 'mantap', 'cuan', 'weton']"
UgwvA4VJiHd_3Rf72dl4AaABAg,0:01 YOo coba di Weton88 modal 5k aja bisa jepee ⭐,yoo coba di weton modal k aja bisa jepee,"['yoo', 'coba', 'di', 'weton', 'modal', 'k', 'aja', 'bisa', 'jepee']","['yoo', 'coba', 'weton', 'modal', 'jepee']","['yoo', 'coba', 'weton', 'modal', 'jepee']"
UgxKtYQ3MfJ_zc7nNG14AaABAg,weton88 keren banget 😊,weton keren banget,"['weton', 'keren', 'banget']","['weton', 'keren']","['weton', 'keren']"
UgzrdWzTbVnuYUTPhoF4AaABAg,poco mw bundir 😂😂😂,poco mw bundir,"['poco', 'mw', 'bundir']","['poco', 'bundir']","['poco', 'bundir']"
UgweUUKBEHZmFU6Wx4J4AaABAg,"Setelah ini saya mutusin buat beli iqoo aja, dari kemaren bimbang apalagi pas ada info f7 ultra mau keluar. Hp 10+ jt masih ada iklannya nggak banget, apalagi belum ada bypass chargingnya
Kalau untuk kamera nggak terlalu mentingin.",setelah ini saya mutusin buat beli iqoo aja dari kemaren bimbang apalagi pas ada info f ultra mau keluar hp jt masih ada iklannya nggak banget apalagi belum ada bypass chargingnya kalau untuk kamera nggak terlalu mentingin,"['setelah', 'ini', 'saya', 'mutusin', 'buat', 'beli', 'iqoo', 'aja', 'dari', 'kemaren', 'bimbang', 'apalagi', 'pas', 'ada', 'info', 'f', 'ultra', 'mau', 'keluar', 'hp', 'jt', 'masih', 'ada', 'iklannya', 'nggak', 'banget', 'apalagi', 'belum', 'ada', 'bypass', 'chargingnya', 'kalau', 'untuk', 'kamera', 'nggak', 'terlalu', 'mentingin']","['mutusin', 'beli', 'iqoo', 'kemaren', 'bimbang', 'pas', 'info', 'ultra', 'iklannya', 'nggak', 'bypass', 'chargingnya', 'kamera', 'nggak', 'mentingin']","['mutusin', 'beli', 'iqoo', 'kemaren', 'bimbang', 'pas', 'info', 'ultra', 'iklan', 'nggak', 'bypass', 'chargingnya', 'kamera', 'nggak', 'mentingin']"
UgyrSCaEbgTYNPm9o8p4AaABAg,Review hp poco m7 pro dong bang,review hp poco m pro dong bang,"['review', 'hp', 'poco', 'm', 'pro', 'dong', 'bang']","['review', 'poco', 'pro']","['review', 'poco', 'pro']"
UgzPtTsK5BovQKgK4g54AaABAg,di Tokopedia yg Farian 16/512 GB di Rp.11jt,di tokopedia yg farian gb di rpjt,"['di', 'tokopedia', 'yg', 'farian', 'gb', 'di', 'rpjt']","['tokopedia', 'farian', 'rpjt']","['tokopedia', 'farian', 'rpjt']"
UgwycZR25GULCDaZA3F4AaABAg,"Nonton pake hape ini 😂
Udah bosen pake ip 15 basic model , jdi ku jual laku 9,5 jt trus ganti ini",nonton pake hape ini udah bosen pake ip basic model jdi ku jual laku jt trus ganti ini,"['nonton', 'pake', 'hape', 'ini', 'udah', 'bosen', 'pake', 'ip', 'basic', 'model', 'jdi', 'ku', 'jual', 'laku', 'jt', 'trus', 'ganti', 'ini']","['nonton', 'pake', 'hape', 'bosen', 'pake', 'basic', 'model', 'jdi', 'jual', 'laku', 'trus', 'ganti']","['nonton', 'pake', 'hape', 'bosen', 'pake', 'basic', 'model', 'jdi', 'jual', 'laku', 'trus', 'ganti']"
UgwWO5pYophthqK5C314AaABAg,beh,beh,['beh'],['beh'],['beh']
Ugyz5jF240qbzEkLxrt4AaABAg,Btw modul kameranya mungkin ngambil dna xiaomi civi,btw modul kameranya mungkin ngambil dna xiaomi civi,"['btw', 'modul', 'kameranya', 'mungkin', 'ngambil', 'dna', 'xiaomi', 'civi']","['btw', 'modul', 'kameranya', 'ngambil', 'dna', 'xiaomi', 'civi']","['btw', 'modul', 'kamera', 'ngambil', 'dna', 'xiaomi', 'civi']"
UgypWkVO572_nWSbn994AaABAg,Penggemar poco❤,penggemar poco,"['penggemar', 'poco']","['penggemar', 'poco']","['gemar', 'poco']"
UgyeiKNN14POsLoZ_M54AaABAg,Bisa nonton aja Alhamdulillah 😅,bisa nonton aja alhamdulillah,"['bisa', 'nonton', 'aja', 'alhamdulillah']","['nonton', 'alhamdulillah']","['nonton', 'alhamdulillah']"
UgwG82sKOjkh7FaOtRF4AaABAg,poco masa depan nya AI nya makin canggih dan berkembng luas di dunia❤🤭,poco masa depan nya ai nya makin canggih dan berkembng luas di dunia,"['poco', 'masa', 'depan', 'nya', 'ai', 'nya', 'makin', 'canggih', 'dan', 'berkembng', 'luas', 'di', 'dunia']","['poco', 'canggih', 'berkembng', 'luas', 'dunia']","['poco', 'canggih', 'berkembng', 'luas', 'dunia']"
UgyopdZA_jMQfHlMAel4AaABAg,Hp Gatcha Harga 10jt 😱,hp gatcha harga jt,"['hp', 'gatcha', 'harga', 'jt']","['gatcha', 'harga']","['gatcha', 'harga']"
UgxdD4Tc2z48INPUlBF4AaABAg,"3:57 Kalo saya punya budget 9,600.000 saya bakal nabung lagi buat beli kakaknya yaitu Xiaomi 15 😊😅",kalo saya punya budget saya bakal nabung lagi buat beli kakaknya yaitu xiaomi,"['kalo', 'saya', 'punya', 'budget', 'saya', 'bakal', 'nabung', 'lagi', 'buat', 'beli', 'kakaknya', 'yaitu', 'xiaomi']","['budget', 'nabung', 'beli', 'kakaknya', 'xiaomi']","['budget', 'nabung', 'beli', 'kakak', 'xiaomi']"
Ugy9VfNcvHb-oOIi1Sp4AaABAg,ps5 aja dah 😂😂,ps aja dah,"['ps', 'aja', 'dah']",['dah'],['dah']
UgzSYpe3cTcHrgkrNvJ4AaABAg,"10 jt belum Bypass charging. kok masih terasa banyak kureng nya ya, kalo dari kamera sih oke tapi fitur-fitur yang di bawa berasa ga lengkap 

oke ada nfc itu umum, samsung dari jaman batu udah nfc. 10 jt belum esim layar belum yang terbaik. kok terkesan tangung sih poco",jt belum bypass charging kok masih terasa banyak kureng nya ya kalo dari kamera sih oke tapi fiturfitur yang di bawa berasa ga lengkap oke ada nfc itu umum samsung dari jaman batu udah nfc jt belum esim layar belum yang terbaik kok terkesan tangung sih poco,"['jt', 'belum', 'bypass', 'charging', 'kok', 'masih', 'terasa', 'banyak', 'kureng', 'nya', 'ya', 'kalo', 'dari', 'kamera', 'sih', 'oke', 'tapi', 'fiturfitur', 'yang', 'di', 'bawa', 'berasa', 'ga', 'lengkap', 'oke', 'ada', 'nfc', 'itu', 'umum', 'samsung', 'dari', 'jaman', 'batu', 'udah', 'nfc', 'jt', 'belum', 'esim', 'layar', 'belum', 'yang', 'terbaik', 'kok', 'terkesan', 'tangung', 'sih', 'poco']","['bypass', 'charging', 'kureng', 'kamera', 'oke', 'fiturfitur', 'bawa', 'berasa', 'lengkap', 'oke', 'nfc', 'samsung', 'jaman', 'batu', 'nfc', 'esim', 'layar', 'terbaik', 'terkesan', 'tangung', 'poco']","['bypass', 'charging', 'reng', 'kamera', 'oke', 'fiturfitur', 'bawa', 'asa', 'lengkap', 'oke', 'nfc', 'samsung', 'jaman', 'batu', 'nfc', 'esim', 'layar', 'baik', 'kes', 'tangung', 'poco']"
Ugwn7keE6dztagf5FCN4AaABAg,"16:56

""Iya sihh,,pas super resolusi nya on Jadi makin tajem gitu😯""

Gw yang nonton pake 480p:hahahaha iya lebih tajem🙂 (gk kelihatan bedanya 🤣)",iya sihhpas super resolusi nya on jadi makin tajem gitu gw yang nonton pake phahahaha iya lebih tajem gk kelihatan bedanya,"['iya', 'sihhpas', 'super', 'resolusi', 'nya', 'on', 'jadi', 'makin', 'tajem', 'gitu', 'gw', 'yang', 'nonton', 'pake', 'phahahaha', 'iya', 'lebih', 'tajem', 'gk', 'kelihatan', 'bedanya']","['iya', 'sihhpas', 'super', 'resolusi', 'tajem', 'gitu', 'nonton', 'pake', 'phahahaha', 'iya', 'tajem', 'bedanya']","['iya', 'sihhpas', 'super', 'resolusi', 'tajem', 'gitu', 'nonton', 'pake', 'phahahaha', 'iya', 'tajem', 'beda']"
UgxSj6QxiyX2QM8x3kx4AaABAg,"ingat ges F7 Ultra adalah hp flagship Yg enak buat game 
Bkn hp gaming",ingat ges f ultra adalah hp flagship yg enak buat game bkn hp gaming,"['ingat', 'ges', 'f', 'ultra', 'adalah', 'hp', 'flagship', 'yg', 'enak', 'buat', 'game', 'bkn', 'hp', 'gaming']","['ges', 'ultra', 'flagship', 'enak', 'game', 'bkn', 'gaming']","['ges', 'ultra', 'flagship', 'enak', 'game', 'bkn', 'gaming']"
AH00auiPbGfAH00hOxBWBU,so tau,so tau,"['so', 'tau']",['tau'],['tau']
AH00auiPbGfAH01PLTabiu,@hanpaper1065  💀 orng diclaim sm poco gt 😡,hanpaper orng diclaim sm poco gt,"['hanpaper', 'orng', 'diclaim', 'sm', 'poco', 'gt']","['hanpaper', 'orng', 'diclaim', 'poco']","['hanpaper', 'orng', 'diclaim', 'poco']"
UgzzWPAEku0y6UGMqcZ4AaABAg,Skip,skip,['skip'],['skip'],['skip']
Ugy3PUrkPq5u1srkcm94AaABAg,Mending iqoo13 🗿,mending iqoo,"['mending', 'iqoo']","['mending', 'iqoo']","['mending', 'iqoo']"
UgwYyLWww1tQ26I9Cpx4AaABAg,"Nonton pakai infinix zero x pro, sambil pertimbangan mau beli kopi kapal api atau luwak white kopi",nonton pakai infinix zero x pro sambil pertimbangan mau beli kopi kapal api atau luwak white kopi,"['nonton', 'pakai', 'infinix', 'zero', 'x', 'pro', 'sambil', 'pertimbangan', 'mau', 'beli', 'kopi', 'kapal', 'api', 'atau', 'luwak', 'white', 'kopi']","['nonton', 'pakai', 'infinix', 'zero', 'pro', 'pertimbangan', 'beli', 'kopi', 'kapal', 'api', 'luwak', 'white', 'kopi']","['nonton', 'pakai', 'infinix', 'zero', 'pro', 'timbang', 'beli', 'kopi', 'kapal', 'api', 'luwak', 'white', 'kopi']"
UgwqrWkA1uUNkcpjWxR4AaABAg,BARU NABUNG BELI IPHONE 15 REGULER. 128 GB. Pink,baru nabung beli iphone reguler gb pink,"['baru', 'nabung', 'beli', 'iphone', 'reguler', 'gb', 'pink']","['nabung', 'beli', 'iphone', 'reguler', 'pink']","['nabung', 'beli', 'iphone', 'reguler', 'pink']"
AH00SCkrUBVAH00k8tB7fY,ok,ok,['ok'],[],[]
Ugz1C3gKVWNyO40FvhR4AaABAg,Ingat usb 2.0 ga bisa stream lewat obs,ingat usb ga bisa stream lewat obs,"['ingat', 'usb', 'ga', 'bisa', 'stream', 'lewat', 'obs']","['usb', 'stream', 'obs']","['usb', 'stream', 'obs']"
Ugx3ky2Ja8gDeYcGyWt4AaABAg,08:19 kejadiannya begitu cepat,kejadiannya begitu cepat,"['kejadiannya', 'begitu', 'cepat']","['kejadiannya', 'cepat']","['jadi', 'cepat']"
Ugxf31ySchlxQIDNX6p4AaABAg,Klo ane mending ROG sih,klo ane mending rog sih,"['klo', 'ane', 'mending', 'rog', 'sih']","['klo', 'ane', 'mending', 'rog']","['klo', 'ane', 'mending', 'rog']"
UgwQP-_-ntxVbkcQcFt4AaABAg,"Hp impian Poco f7😅😅😅, cuma ngimpi🎉🎉🎉",hp impian poco f cuma ngimpi,"['hp', 'impian', 'poco', 'f', 'cuma', 'ngimpi']","['impian', 'poco', 'ngimpi']","['impi', 'poco', 'ngimpi']"
UgzcTaxOW7ZbeHMh-u54AaABAg,Kalau David cuma unboxing kayak gini biasanya kurang menarik. Apalagi esim itu lumayan deal-breaker karena bahkan redmi note 4 juta aja ada,kalau david cuma unboxing kayak gini biasanya kurang menarik apalagi esim itu lumayan dealbreaker karena bahkan redmi note juta aja ada,"['kalau', 'david', 'cuma', 'unboxing', 'kayak', 'gini', 'biasanya', 'kurang', 'menarik', 'apalagi', 'esim', 'itu', 'lumayan', 'dealbreaker', 'karena', 'bahkan', 'redmi', 'note', 'juta', 'aja', 'ada']","['david', 'unboxing', 'kayak', 'gini', 'menarik', 'esim', 'lumayan', 'dealbreaker', 'redmi', 'note', 'juta']","['david', 'unboxing', 'kayak', 'gin', 'tarik', 'esim', 'lumayan', 'dealbreaker', 'redmi', 'note', 'juta']"
Ugz6xwQKxOzEruRcohZ4AaABAg,bang gk ngulas infinix note 50 pro+ ? atau emang gk rilis di indo?,bang gk ngulas infinix note pro atau emang gk rilis di indo,"['bang', 'gk', 'ngulas', 'infinix', 'note', 'pro', 'atau', 'emang', 'gk', 'rilis', 'di', 'indo']","['ngulas', 'infinix', 'note', 'pro', 'rilis', 'indo']","['ngulas', 'infinix', 'note', 'pro', 'rilis', 'indo']"
UgxvDnzaJdPLBJIbWKd4AaABAg,Kena rujak sana sini nih hp😂,kena rujak sana sini nih hp,"['kena', 'rujak', 'sana', 'sini', 'nih', 'hp']","['kena', 'rujak']","['kena', 'rujak']"
UgyOQU4-mA8ASGZpPSZ4AaABAg,"Soal iklan bisa diatasi pas setting² diawal bisa matiin 
1. opsi personalisasi iklan
2. Matikan di setingan aplikasi tema ( matikan iklan )",soal iklan bisa diatasi pas setting² diawal bisa matiin opsi personalisasi iklan matikan di setingan aplikasi tema matikan iklan,"['soal', 'iklan', 'bisa', 'diatasi', 'pas', 'setting²', 'diawal', 'bisa', 'matiin', 'opsi', 'personalisasi', 'iklan', 'matikan', 'di', 'setingan', 'aplikasi', 'tema', 'matikan', 'iklan']","['iklan', 'diatasi', 'pas', 'setting²', 'diawal', 'matiin', 'opsi', 'personalisasi', 'iklan', 'matikan', 'setingan', 'aplikasi', 'tema', 'matikan', 'iklan']","['iklan', 'atas', 'pas', 'setting', 'awal', 'matiin', 'opsi', 'personal', 'iklan', 'mati', 'ting', 'aplikasi', 'tema', 'mati', 'iklan']"
UgzQRm428us0jNq_BM14AaABAg,DI buat di tiongkok Istilahnya hp CBU 😂😂😂,di buat di tiongkok istilahnya hp cbu,"['di', 'buat', 'di', 'tiongkok', 'istilahnya', 'hp', 'cbu']","['tiongkok', 'istilahnya', 'cbu']","['tiongkok', 'istilah', 'cbu']"
Ugx6FVuzkev0iws__qR4AaABAg,Bjir 41 menit udh rame penonton,bjir menit udh rame penonton,"['bjir', 'menit', 'udh', 'rame', 'penonton']","['bjir', 'menit', 'rame', 'penonton']","['bjir', 'menit', 'rame', 'tonton']"
UgzI_82H-HnkaBh2bhh4AaABAg,Nunggu poco m-seriesnih,nunggu poco mseriesnih,"['nunggu', 'poco', 'mseriesnih']","['nunggu', 'poco', 'mseriesnih']","['nunggu', 'poco', 'mseriesnih']"
Ugy3QA01plzmMONCYBt4AaABAg,Dari panjangnya review cuman kebeli kopinya,dari panjangnya review cuman kebeli kopinya,"['dari', 'panjangnya', 'review', 'cuman', 'kebeli', 'kopinya']","['panjangnya', 'review', 'cuman', 'kebeli', 'kopinya']","['panjang', 'review', 'cuman', 'kebel', 'kopi']"
UgwejdHqgzBpWmpaL554AaABAg,Fix IP 13 aja lh😂😂,fix ip aja lh,"['fix', 'ip', 'aja', 'lh']",['fix'],['fix']
UgyHxpvNF3xnWkdyMrh4AaABAg,iklan BANYAK gpp yg penting harga  7.999jt SD 8ELite,iklan banyak gpp yg penting harga jt sd elite,"['iklan', 'banyak', 'gpp', 'yg', 'penting', 'harga', 'jt', 'sd', 'elite']","['iklan', 'gpp', 'harga', 'elite']","['iklan', 'gpp', 'harga', 'elite']"
UgxEbNzDSceN_bI3PPh4AaABAg,Nonton pake Samsung s23 walaupun udah lama tetap bersyukur,nonton pake samsung s walaupun udah lama tetap bersyukur,"['nonton', 'pake', 'samsung', 's', 'walaupun', 'udah', 'lama', 'tetap', 'bersyukur']","['nonton', 'pake', 'samsung', 'bersyukur']","['nonton', 'pake', 'samsung', 'syukur']"
