id,text,clean_text,tokens,tokens_without_stopwords,stemmed_tokens
Ugw1GlvRwhnMR0lPXEd4AaABAg,"10jt masih ada iklan, kamera geter😂 mending s24 fe",jt masih ada iklan kamera geter mending s fe,"['jt', 'masih', 'ada', 'iklan', 'kamera', 'geter', 'mending', 's', 'fe']","['iklan', 'kamera', 'geter', 'mending']","['iklan', 'kamera', 'geter', 'mending']"
Ugwstwjevd0F5TsnSzV4AaABAg,Kenapa ya hp redmi banyak iklan punyaku redmi 12..tobat smaa iklannya 😂😂,kenapa ya hp redmi banyak iklan punyaku redmi tobat smaa iklannya,"['kenapa', 'ya', 'hp', 'redmi', 'banyak', 'iklan', 'punyaku', 'redmi', 'tobat', 'smaa', 'iklannya']","['redmi', 'iklan', 'punyaku', 'redmi', 'tobat', 'smaa', 'iklannya']","['redmi', 'iklan', 'punya', 'redmi', 'tobat', 'smaa', 'iklan']"
Ugy9yh_MroOjHSifNu14AaABAg,6:05 poco x3 pro bukan hanya 3 kamera tapi 4 kamera,poco x pro bukan hanya kamera tapi kamera,"['poco', 'x', 'pro', 'bukan', 'hanya', 'kamera', 'tapi', 'kamera']","['poco', 'pro', 'kamera', 'kamera']","['poco', 'pro', 'kamera', 'kamera']"
UgxDg4CfUdo9vZjqGk54AaABAg,"Poco f4 ku Sdh ganti lcd dan batrei 😢.. 
Performa game udah down bnget",poco f ku sdh ganti lcd dan batrei performa game udah down bnget,"['poco', 'f', 'ku', 'sdh', 'ganti', 'lcd', 'dan', 'batrei', 'performa', 'game', 'udah', 'down', 'bnget']","['poco', 'sdh', 'ganti', 'lcd', 'batrei', 'performa', 'game', 'down', 'bnget']","['poco', 'sdh', 'ganti', 'lcd', 'batrei', 'performa', 'game', 'down', 'bnget']"
UgyAbC33fnCMclijCpp4AaABAg,Poco udh maen di flagship cuyy😬,poco udh maen di flagship cuyy,"['poco', 'udh', 'maen', 'di', 'flagship', 'cuyy']","['poco', 'maen', 'flagship', 'cuyy']","['poco', 'maen', 'flagship', 'cuyy']"
Ugyw9bFFK72XRyam3NF4AaABAg,Apa gw doank yang make prdouk xiaomi tapi ga masalah dengan iklan nya?,apa gw doank yang make prdouk xiaomi tapi ga masalah dengan iklan nya,"['apa', 'gw', 'doank', 'yang', 'make', 'prdouk', 'xiaomi', 'tapi', 'ga', 'masalah', 'dengan', 'iklan', 'nya']","['doank', 'make', 'prdouk', 'xiaomi', 'iklan']","['doank', 'make', 'prdouk', 'xiaomi', 'iklan']"
UgzIJPeh20ZZORcbEIl4AaABAg,Redmagic 10/iqoo13?,redmagic iqoo,"['redmagic', 'iqoo']","['redmagic', 'iqoo']","['redmagic', 'iqoo']"
UgxRuWzP55JeEwX0FFx4AaABAg,Tecno spark 30 pro 😂,tecno spark pro,"['tecno', 'spark', 'pro']","['tecno', 'spark', 'pro']","['tecno', 'spark', 'pro']"
UgzYY3mVGPft_zz7tdZ4AaABAg,Sepemikiran mirip mata sahringan🤣,sepemikiran mirip mata sahringan,"['sepemikiran', 'mirip', 'mata', 'sahringan']","['sepemikiran', 'mata', 'sahringan']","['pikir', 'mata', 'sahringan']"
Ugz_MZGbr91x82SQk354AaABAg,Keterlaluan sih customer suruh beli papan iklan. Dengan ada iklan harusnya HP sudah di bayar pengiklan. Ini masih dijual 10jt ke pelanggan.,keterlaluan sih customer suruh beli papan iklan dengan ada iklan harusnya hp sudah di bayar pengiklan ini masih dijual jt ke pelanggan,"['keterlaluan', 'sih', 'customer', 'suruh', 'beli', 'papan', 'iklan', 'dengan', 'ada', 'iklan', 'harusnya', 'hp', 'sudah', 'di', 'bayar', 'pengiklan', 'ini', 'masih', 'dijual', 'jt', 'ke', 'pelanggan']","['customer', 'suruh', 'beli', 'papan', 'iklan', 'iklan', 'bayar', 'pengiklan', 'dijual', 'pelanggan']","['customer', 'suruh', 'beli', 'papan', 'iklan', 'iklan', 'bayar', 'iklan', 'jual', 'langgan']"
AHFkx1sRcD1AHG-iY8ybUC,Wkwkwkwk yg penting nambah untung bang,wkwkwkwk yg penting nambah untung bang,"['wkwkwkwk', 'yg', 'penting', 'nambah', 'untung', 'bang']","['wkwkwkwk', 'nambah', 'untung']","['wkwkwkwk', 'nambah', 'untung']"
UgzF0-Y-SrC-ntYOOZF4AaABAg,Dah lah gw masih siswa wajar hp bisa sanggup harga 5jt-an 😅,dah lah gw masih siswa wajar hp bisa sanggup harga jtan,"['dah', 'lah', 'gw', 'masih', 'siswa', 'wajar', 'hp', 'bisa', 'sanggup', 'harga', 'jtan']","['dah', 'siswa', 'wajar', 'sanggup', 'harga', 'jtan']","['dah', 'siswa', 'wajar', 'sanggup', 'harga', 'jtan']"
AHF_dCaWUeQAHG-mDmUIhS,5 juta udeh bagus ngab. Siswa budget 2 jutaan merenung,juta udeh bagus ngab siswa budget jutaan merenung,"['juta', 'udeh', 'bagus', 'ngab', 'siswa', 'budget', 'jutaan', 'merenung']","['juta', 'udeh', 'bagus', 'ngab', 'siswa', 'budget', 'jutaan', 'merenung']","['juta', 'udeh', 'bagus', 'ngab', 'siswa', 'budget', 'juta', 'renung']"
AHF_dCaWUeQAHG2Ph1M1lV,@galaxco9669  temen gw ada yg iphone 14 biasa 🗿,galaxco temen gw ada yg iphone biasa,"['galaxco', 'temen', 'gw', 'ada', 'yg', 'iphone', 'biasa']","['galaxco', 'temen', 'iphone']","['galaxco', 'temen', 'iphone']"
UgxqoaZDYg2YjoZySH94AaABAg,kameranya kayak mata sharingan di anime naruto..,kameranya kayak mata sharingan di anime naruto,"['kameranya', 'kayak', 'mata', 'sharingan', 'di', 'anime', 'naruto']","['kameranya', 'kayak', 'mata', 'sharingan', 'anime', 'naruto']","['kamera', 'kayak', 'mata', 'sharingan', 'anime', 'naruto']"
UgxX9TFI0A7qoKPwJwV4AaABAg,"Salut sih sama poco, walaupun dia flagship poco, se enggaknya dia kgk ngasih kamera dummy😂 kek brand sebelah",salut sih sama poco walaupun dia flagship poco se enggaknya dia kgk ngasih kamera dummy kek brand sebelah,"['salut', 'sih', 'sama', 'poco', 'walaupun', 'dia', 'flagship', 'poco', 'se', 'enggaknya', 'dia', 'kgk', 'ngasih', 'kamera', 'dummy', 'kek', 'brand', 'sebelah']","['salut', 'poco', 'flagship', 'poco', 'kgk', 'ngasih', 'kamera', 'dummy', 'brand', 'sebelah']","['salut', 'poco', 'flagship', 'poco', 'kgk', 'ngasih', 'kamera', 'dummy', 'brand', 'belah']"
AHFH2gOZxJVAHG-oV4kAOC,Kek siapa tuh 😂😂,kek siapa tuh,"['kek', 'siapa', 'tuh']",['tuh'],['tuh']
UgwD-AMC5wXVU97i1_x4AaABAg,"Android tetaplah android, sekelas f7 ultra masih ada jitter nya pas video😂",android tetaplah android sekelas f ultra masih ada jitter nya pas video,"['android', 'tetaplah', 'android', 'sekelas', 'f', 'ultra', 'masih', 'ada', 'jitter', 'nya', 'pas', 'video']","['android', 'tetaplah', 'android', 'sekelas', 'ultra', 'jitter', 'pas', 'video']","['android', 'tetap', 'android', 'kelas', 'ultra', 'jitter', 'pas', 'video']"
AHFFu5SjjE7AHFIbFXA-Pz,15 ultra dong,ultra dong,"['ultra', 'dong']",['ultra'],['ultra']
Ugx5YOuqaJPmDKhpqCZ4AaABAg,Kenapa orang pada pusing sama iklan di poco ya? Padahal gampang banget hilangin di settingan,kenapa orang pada pusing sama iklan di poco ya padahal gampang banget hilangin di settingan,"['kenapa', 'orang', 'pada', 'pusing', 'sama', 'iklan', 'di', 'poco', 'ya', 'padahal', 'gampang', 'banget', 'hilangin', 'di', 'settingan']","['orang', 'pusing', 'iklan', 'poco', 'gampang', 'hilangin', 'settingan']","['orang', 'pusing', 'iklan', 'poco', 'gampang', 'hilangin', 'settingan']"
AHF6OkPD5paAHFIf7eU2Cd,Adguard kadang error ga bisa konek sama skali,adguard kadang error ga bisa konek sama skali,"['adguard', 'kadang', 'error', 'ga', 'bisa', 'konek', 'sama', 'skali']","['adguard', 'kadang', 'error', 'konek', 'skali']","['adguard', 'kadang', 'error', 'konek', 'skali']"
UgxkFjtpHSWO7SdWRqx4AaABAg,"yg masalahin iklan kenapa sih, user xiaomi udah pasti bisa akalin hal sepele begitu",yg masalahin iklan kenapa sih user xiaomi udah pasti bisa akalin hal sepele begitu,"['yg', 'masalahin', 'iklan', 'kenapa', 'sih', 'user', 'xiaomi', 'udah', 'pasti', 'bisa', 'akalin', 'hal', 'sepele', 'begitu']","['masalahin', 'iklan', 'user', 'xiaomi', 'akalin', 'sepele']","['masalahin', 'iklan', 'user', 'xiaomi', 'akalin', 'sepele']"
UgwoXTMk5joF0klhqsd4AaABAg,Ad vidio baru langsung klik,ad vidio baru langsung klik,"['ad', 'vidio', 'baru', 'langsung', 'klik']","['vidio', 'langsung', 'klik']","['vidio', 'langsung', 'klik']"
UgytoZo3B8_IyaUXxzt4AaABAg,Tim lihat lihat doang,tim lihat lihat doang,"['tim', 'lihat', 'lihat', 'doang']","['tim', 'lihat', 'lihat', 'doang']","['tim', 'lihat', 'lihat', 'doang']"
UgwD1RDqhI4kUQfGqoJ4AaABAg,TIM YANG OTW BELI,tim yang otw beli,"['tim', 'yang', 'otw', 'beli']","['tim', 'otw', 'beli']","['tim', 'otw', 'beli']"
UgzGSF0Qz4T4ZXSkRe54AaABAg,"Harga sama dengan iqoo 13 ram 12, worth mana tuh kira2?",harga sama dengan iqoo ram worth mana tuh kira,"['harga', 'sama', 'dengan', 'iqoo', 'ram', 'worth', 'mana', 'tuh', 'kira']","['harga', 'iqoo', 'ram', 'worth', 'tuh']","['harga', 'iqoo', 'ram', 'worth', 'tuh']"
AHE9oualTMoAHFIjvLpcJx,Iqoo lebih mahal,iqoo lebih mahal,"['iqoo', 'lebih', 'mahal']","['iqoo', 'mahal']","['iqoo', 'mahal']"
UgzqKWvc9m3ON3t5J394AaABAg,"Nunggu lebaran harganya pasti terjun bebas, tapi yahh sekali lagi iklan 😂",nunggu lebaran harganya pasti terjun bebas tapi yahh sekali lagi iklan,"['nunggu', 'lebaran', 'harganya', 'pasti', 'terjun', 'bebas', 'tapi', 'yahh', 'sekali', 'lagi', 'iklan']","['nunggu', 'lebaran', 'harganya', 'terjun', 'bebas', 'yahh', 'iklan']","['nunggu', 'lebaran', 'harga', 'terjun', 'bebas', 'yahh', 'iklan']"
AHE0_tR1oGVAHFIpH5gpL_,Lebaran apa mksd u? Tahun depan? Udah pasti keluar yg baru lg + lebih menggiurkan 😁,lebaran apa mksd u tahun depan udah pasti keluar yg baru lg lebih menggiurkan,"['lebaran', 'apa', 'mksd', 'u', 'tahun', 'depan', 'udah', 'pasti', 'keluar', 'yg', 'baru', 'lg', 'lebih', 'menggiurkan']","['lebaran', 'mksd', 'menggiurkan']","['lebaran', 'mksd', 'giur']"
Ugz8wBjBP5NABBHOiqh4AaABAg,Msh jitter sih,msh jitter sih,"['msh', 'jitter', 'sih']","['msh', 'jitter']","['msh', 'jitter']"
UgwX4MUllUwB3W6G0Bx4AaABAg,setelah nonton vidio ini saya memilih membeli kopi kapal api 🎉,setelah nonton vidio ini saya memilih membeli kopi kapal api,"['setelah', 'nonton', 'vidio', 'ini', 'saya', 'memilih', 'membeli', 'kopi', 'kapal', 'api']","['nonton', 'vidio', 'memilih', 'membeli', 'kopi', 'kapal', 'api']","['nonton', 'vidio', 'pilih', 'beli', 'kopi', 'kapal', 'api']"
UgxRfwlhWWmkqbVy6114AaABAg,6:42 logonya mirip shareit🗿,logonya mirip shareit,"['logonya', 'mirip', 'shareit']","['logonya', 'shareit']","['logo', 'shareit']"
UgyyCxRx9HH2E1YVFPx4AaABAg,Pengen beli hp buat ngonten tapi belum bisa2😢 banyak kebutuhan buat keluarga semoga tahun depan bisa kebeli 😊,pengen beli hp buat ngonten tapi belum bisa banyak kebutuhan buat keluarga semoga tahun depan bisa kebeli,"['pengen', 'beli', 'hp', 'buat', 'ngonten', 'tapi', 'belum', 'bisa', 'banyak', 'kebutuhan', 'buat', 'keluarga', 'semoga', 'tahun', 'depan', 'bisa', 'kebeli']","['pengen', 'beli', 'ngonten', 'kebutuhan', 'keluarga', 'semoga', 'kebeli']","['ken', 'beli', 'ngonten', 'butuh', 'keluarga', 'moga', 'kebel']"
Ugz7apW9XTdtiHDXeuF4AaABAg,Udah beli🥰,udah beli,"['udah', 'beli']",['beli'],['beli']
UgwcRLE8lq0MHMytlAt4AaABAg,Lah. ya kalah ama iqoo yg snapdragon elite.,lah ya kalah ama iqoo yg snapdragon elite,"['lah', 'ya', 'kalah', 'ama', 'iqoo', 'yg', 'snapdragon', 'elite']","['kalah', 'ama', 'iqoo', 'snapdragon', 'elite']","['kalah', 'ama', 'iqoo', 'snapdragon', 'elite']"
UgyHTlfv0CU01bgdknV4AaABAg,Kapal api mantap bosque👍,kapal api mantap bosque,"['kapal', 'api', 'mantap', 'bosque']","['kapal', 'api', 'mantap', 'bosque']","['kapal', 'api', 'mantap', 'bosque']"
UgwDaBYwLT30hQexZrJ4AaABAg,"Tidak ada jek audio 
  Tidak keturunan murni hp gaming",tidak ada jek audio tidak keturunan murni hp gaming,"['tidak', 'ada', 'jek', 'audio', 'tidak', 'keturunan', 'murni', 'hp', 'gaming']","['jek', 'audio', 'keturunan', 'murni', 'gaming']","['jek', 'audio', 'turun', 'murni', 'gaming']"
AHDIDJ4wm08AHFIxfenuSA,Ga ada bypass jg,ga ada bypass jg,"['ga', 'ada', 'bypass', 'jg']",['bypass'],['bypass']
Ugzg77JujtVG88SbJkl4AaABAg,videonya masih nge glitch ya,videonya masih nge glitch ya,"['videonya', 'masih', 'nge', 'glitch', 'ya']","['videonya', 'nge', 'glitch']","['video', 'nge', 'glitch']"
UgzJCbT8e9ZxLGdGs1Z4AaABAg,mantab kopinya.,mantab kopinya,"['mantab', 'kopinya']","['mantab', 'kopinya']","['mantab', 'kopi']"
UgxyJ0VyKsn4Qg-YnvN4AaABAg,"Poco the best lah,",poco the best lah,"['poco', 'the', 'best', 'lah']","['poco', 'the', 'best']","['poco', 'the', 'best']"
Ugz17J8_p1G9QUCTHc54AaABAg,"Akhirnya kebeli juga, mungkin ada kali ya 5 tahun nabung buat beli, akhirnya kebeli juga kopi kapal api.
Kalian yang lagi nabung buat beli kopi semangat ya😀",akhirnya kebeli juga mungkin ada kali ya tahun nabung buat beli akhirnya kebeli juga kopi kapal api kalian yang lagi nabung buat beli kopi semangat ya,"['akhirnya', 'kebeli', 'juga', 'mungkin', 'ada', 'kali', 'ya', 'tahun', 'nabung', 'buat', 'beli', 'akhirnya', 'kebeli', 'juga', 'kopi', 'kapal', 'api', 'kalian', 'yang', 'lagi', 'nabung', 'buat', 'beli', 'kopi', 'semangat', 'ya']","['kebeli', 'kali', 'nabung', 'beli', 'kebeli', 'kopi', 'kapal', 'api', 'nabung', 'beli', 'kopi', 'semangat']","['kebel', 'kali', 'nabung', 'beli', 'kebel', 'kopi', 'kapal', 'api', 'nabung', 'beli', 'kopi', 'semangat']"
AHD4z2IjdXNAHG-tyobDUk,Wkkwkw gpp bang 4 taon lagi secondan tinggal 2 jutaan,wkkwkw gpp bang taon lagi secondan tinggal jutaan,"['wkkwkw', 'gpp', 'bang', 'taon', 'lagi', 'secondan', 'tinggal', 'jutaan']","['wkkwkw', 'gpp', 'taon', 'secondan', 'tinggal', 'jutaan']","['wkkwkw', 'gpp', 'taon', 'secondan', 'tinggal', 'juta']"
Ugz9OVHWWPRwFR-ZEWt4AaABAg,Review hp Xiaomi 15 bang david,review hp xiaomi bang david,"['review', 'hp', 'xiaomi', 'bang', 'david']","['review', 'xiaomi', 'david']","['review', 'xiaomi', 'david']"
UgwwUBCh4GH5brUOUo94AaABAg,Pixel 2 nya boleh tu bang,pixel nya boleh tu bang,"['pixel', 'nya', 'boleh', 'tu', 'bang']",['pixel'],['pixel']
UgxsrLkzHtLrGNl99Uh4AaABAg,Sssssttttttttssstttttt jgn keras2 ....,sssssttttttttssstttttt jgn keras,"['sssssttttttttssstttttt', 'jgn', 'keras']","['sssssttttttttssstttttt', 'jgn', 'keras']","['sssssttttttttssstttttt', 'jgn', 'keras']"
UgznEusYTt0KAIgSDmF4AaABAg,Lah baru tau ada f7 ultra,lah baru tau ada f ultra,"['lah', 'baru', 'tau', 'ada', 'f', 'ultra']","['tau', 'ultra']","['tau', 'ultra']"
UgwclEajEgkY3TD8cNl4AaABAg,masih ngincer yg poco x7 pro,masih ngincer yg poco x pro,"['masih', 'ngincer', 'yg', 'poco', 'x', 'pro']","['ngincer', 'poco', 'pro']","['ngincer', 'poco', 'pro']"
Ugzx3IA_tGViDisNe0x4AaABAg,"kelemahan xiaomi/poco itu hanya 1 miui/hyperOS nya.. ampun dah, coba aja kaya samsung modelan one ui, auto laku..",kelemahan xiaomipoco itu hanya miuihyperos nya ampun dah coba aja kaya samsung modelan one ui auto laku,"['kelemahan', 'xiaomipoco', 'itu', 'hanya', 'miuihyperos', 'nya', 'ampun', 'dah', 'coba', 'aja', 'kaya', 'samsung', 'modelan', 'one', 'ui', 'auto', 'laku']","['kelemahan', 'xiaomipoco', 'miuihyperos', 'ampun', 'dah', 'coba', 'kaya', 'samsung', 'modelan', 'one', 'auto', 'laku']","['lemah', 'xiaomipoco', 'miuihyperos', 'ampun', 'dah', 'coba', 'kaya', 'samsung', 'model', 'one', 'auto', 'laku']"
Ugyo-SoAYPGJIMDXv5p4AaABAg,Riviu poco m7 bg,riviu poco m bg,"['riviu', 'poco', 'm', 'bg']","['riviu', 'poco']","['riviu', 'poco']"
Ugw14wqz1JdHmnhh4OR4AaABAg,Bang hp yg udh turun harga dan jadi sangat worth it untuk dibeli dong,bang hp yg udh turun harga dan jadi sangat worth it untuk dibeli dong,"['bang', 'hp', 'yg', 'udh', 'turun', 'harga', 'dan', 'jadi', 'sangat', 'worth', 'it', 'untuk', 'dibeli', 'dong']","['turun', 'harga', 'worth', 'dibeli']","['turun', 'harga', 'worth', 'beli']"
UgzDDPtEKgMRgsr0vTZ4AaABAg,"Gw adalah mipens yg benci bat ama ni poco, dri dlu cuma pakai xiaomi ama redmi, brand anomali pocontol, sory to say aja sekelas 14T/T pro aja gk ada iklan trus limitnya gk separah brand anomali ini😂masa x6p ama x7p nya bisa kesaing ama Gt 20 pro😮, F6 aja beda tipis performnya ama Finix gt 20,sumpah os nya poco ni aneh",gw adalah mipens yg benci bat ama ni poco dri dlu cuma pakai xiaomi ama redmi brand anomali pocontol sory to say aja sekelas tt pro aja gk ada iklan trus limitnya gk separah brand anomali inimasa xp ama xp nya bisa kesaing ama gt pro f aja beda tipis performnya ama finix gt sumpah os nya poco ni aneh,"['gw', 'adalah', 'mipens', 'yg', 'benci', 'bat', 'ama', 'ni', 'poco', 'dri', 'dlu', 'cuma', 'pakai', 'xiaomi', 'ama', 'redmi', 'brand', 'anomali', 'pocontol', 'sory', 'to', 'say', 'aja', 'sekelas', 'tt', 'pro', 'aja', 'gk', 'ada', 'iklan', 'trus', 'limitnya', 'gk', 'separah', 'brand', 'anomali', 'inimasa', 'xp', 'ama', 'xp', 'nya', 'bisa', 'kesaing', 'ama', 'gt', 'pro', 'f', 'aja', 'beda', 'tipis', 'performnya', 'ama', 'finix', 'gt', 'sumpah', 'os', 'nya', 'poco', 'ni', 'aneh']","['mipens', 'benci', 'bat', 'ama', 'poco', 'dri', 'dlu', 'pakai', 'xiaomi', 'ama', 'redmi', 'brand', 'anomali', 'pocontol', 'sory', 'say', 'sekelas', 'pro', 'iklan', 'trus', 'limitnya', 'separah', 'brand', 'anomali', 'inimasa', 'ama', 'kesaing', 'ama', 'pro', 'beda', 'tipis', 'performnya', 'ama', 'finix', 'sumpah', 'poco', 'aneh']","['mipens', 'benci', 'bat', 'ama', 'poco', 'dri', 'dlu', 'pakai', 'xiaomi', 'ama', 'redmi', 'brand', 'anomali', 'pocontol', 'sory', 'say', 'kelas', 'pro', 'iklan', 'trus', 'limit', 'parah', 'brand', 'anomali', 'inimasa', 'ama', 'saing', 'ama', 'pro', 'beda', 'tipis', 'performnya', 'ama', 'finix', 'sumpah', 'poco', 'aneh']"
UgwW7e9c3Dvoc9l15Jx4AaABAg,"masih setia sama rog 6😅
tpi liat dari desain ny bikin ngilerr",masih setia sama rog tpi liat dari desain ny bikin ngilerr,"['masih', 'setia', 'sama', 'rog', 'tpi', 'liat', 'dari', 'desain', 'ny', 'bikin', 'ngilerr']","['setia', 'rog', 'tpi', 'liat', 'desain', 'bikin', 'ngilerr']","['setia', 'rog', 'tpi', 'liat', 'desain', 'bikin', 'ngilerr']"
UgzEhWRvo8LsobKS9Fl4AaABAg,tim yang cuma beli doang nonton kaga,tim yang cuma beli doang nonton kaga,"['tim', 'yang', 'cuma', 'beli', 'doang', 'nonton', 'kaga']","['tim', 'beli', 'doang', 'nonton', 'kaga']","['tim', 'beli', 'doang', 'nonton', 'kaga']"
UgxUMrJkTDHv74r3EVd4AaABAg,Bang bahas fenomena Samsung A73 layar bergaris sudah banyak memakan korban😢,bang bahas fenomena samsung a layar bergaris sudah banyak memakan korban,"['bang', 'bahas', 'fenomena', 'samsung', 'a', 'layar', 'bergaris', 'sudah', 'banyak', 'memakan', 'korban']","['bahas', 'fenomena', 'samsung', 'layar', 'bergaris', 'memakan', 'korban']","['bahas', 'fenomena', 'samsung', 'layar', 'gar', 'makan', 'korban']"
Ugz0PRGtC30OSaBnHHZ4AaABAg,Honor 200 pro dong bahas,honor pro dong bahas,"['honor', 'pro', 'dong', 'bahas']","['honor', 'pro', 'bahas']","['honor', 'pro', 'bahas']"
Ugyfpn7LltMhO6BWgKl4AaABAg,"tidak beli, tapi sedikit kecewa",tidak beli tapi sedikit kecewa,"['tidak', 'beli', 'tapi', 'sedikit', 'kecewa']","['beli', 'kecewa']","['beli', 'kecewa']"
Ugz4pAIMu9y9Gt4rOlZ4AaABAg,Itu modul kamera bentuk nya mirip sharingan😮😮,itu modul kamera bentuk nya mirip sharingan,"['itu', 'modul', 'kamera', 'bentuk', 'nya', 'mirip', 'sharingan']","['modul', 'kamera', 'bentuk', 'sharingan']","['modul', 'kamera', 'bentuk', 'sharingan']"
UgxWv1bGGtaioTH44mx4AaABAg,Bang.. review Red Magic 10 Pro bang edisi ciwi,bang review red magic pro bang edisi ciwi,"['bang', 'review', 'red', 'magic', 'pro', 'bang', 'edisi', 'ciwi']","['review', 'red', 'magic', 'pro', 'edisi', 'ciwi']","['review', 'red', 'magic', 'pro', 'edisi', 'ciwi']"
Ugw8dRuoa84DF07KECN4AaABAg,Kalian siap untuk Tab S10 Ultra dari Bang David!!,kalian siap untuk tab s ultra dari bang david,"['kalian', 'siap', 'untuk', 'tab', 's', 'ultra', 'dari', 'bang', 'david']","['tab', 'ultra', 'david']","['tab', 'ultra', 'david']"
Ugy8nvfWTCsoYiAp7cB4AaABAg,Bang review hp oppo a5 pro 5g bang,bang review hp oppo a pro g bang,"['bang', 'review', 'hp', 'oppo', 'a', 'pro', 'g', 'bang']","['review', 'oppo', 'pro']","['review', 'oppo', 'pro']"
UgzCHcJyX820W8PFzVl4AaABAg,Review red magic lg bg,review red magic lg bg,"['review', 'red', 'magic', 'lg', 'bg']","['review', 'red', 'magic']","['review', 'red', 'magic']"
Ugzc7dMpuYy4lE-ozwZ4AaABAg,Bang cobain hp samsung M56 5G,bang cobain hp samsung m g,"['bang', 'cobain', 'hp', 'samsung', 'm', 'g']","['cobain', 'samsung']","['cobain', 'samsung']"
Ugz8SymSse3ei7nArNZ4AaABAg,Omaigat foco,omaigat foco,"['omaigat', 'foco']","['omaigat', 'foco']","['omaigat', 'foco']"
UgzoLedIzGOTyjyTus54AaABAg,Logo shareit min,logo shareit min,"['logo', 'shareit', 'min']","['logo', 'shareit', 'min']","['logo', 'shareit', 'min']"
Ugzf6t-ugncFqYE_Qeh4AaABAg,skip seri ini... terlalu mahal...😅😅 mending upgrade pc buat 10 juta...buat main gta 6 entr... tunggu harganya turun aja 👍🏻,skip seri ini terlalu mahal mending upgrade pc buat jutabuat main gta entr tunggu harganya turun aja,"['skip', 'seri', 'ini', 'terlalu', 'mahal', 'mending', 'upgrade', 'pc', 'buat', 'jutabuat', 'main', 'gta', 'entr', 'tunggu', 'harganya', 'turun', 'aja']","['skip', 'seri', 'mahal', 'mending', 'upgrade', 'jutabuat', 'main', 'gta', 'entr', 'tunggu', 'harganya', 'turun']","['skip', 'seri', 'mahal', 'mending', 'upgrade', 'jutabuat', 'main', 'gta', 'entr', 'tunggu', 'harga', 'turun']"
UgyriAu7zWZzgDXPQOt4AaABAg,Review galaxy A26 bang,review galaxy a bang,"['review', 'galaxy', 'a', 'bang']","['review', 'galaxy']","['review', 'galaxy']"
UgzzFa_cTaBQSt7_hil4AaABAg,review vivo v50 lite bangg,review vivo v lite bangg,"['review', 'vivo', 'v', 'lite', 'bangg']","['review', 'vivo', 'lite', 'bangg']","['review', 'vivo', 'lite', 'bangg']"
Ugza4Nhrx2ZT3HOS8tx4AaABAg,Kameranya kaya mata sharingan madara,kameranya kaya mata sharingan madara,"['kameranya', 'kaya', 'mata', 'sharingan', 'madara']","['kameranya', 'kaya', 'mata', 'sharingan', 'madara']","['kamera', 'kaya', 'mata', 'sharingan', 'madara']"
UgwcUyLw4LGoEOcvFfh4AaABAg,Flagship ko ada iklan over price,flagship ko ada iklan over price,"['flagship', 'ko', 'ada', 'iklan', 'over', 'price']","['flagship', 'iklan', 'over', 'price']","['flagship', 'iklan', 'over', 'price']"
UgxkvK5laFNGxz0TOFZ4AaABAg,Bang buat konten unboxin barang random lg dong pleasee kangen banget,bang buat konten unboxin barang random lg dong pleasee kangen banget,"['bang', 'buat', 'konten', 'unboxin', 'barang', 'random', 'lg', 'dong', 'pleasee', 'kangen', 'banget']","['konten', 'unboxin', 'barang', 'random', 'pleasee', 'kangen']","['konten', 'unboxin', 'barang', 'random', 'pleasee', 'kangen']"
UgxmxnXk7MhWO5SK7B94AaABAg,Bg David kenapa GK unboxing Mysteri box lgi,bg david kenapa gk unboxing mysteri box lgi,"['bg', 'david', 'kenapa', 'gk', 'unboxing', 'mysteri', 'box', 'lgi']","['david', 'unboxing', 'mysteri', 'box', 'lgi']","['david', 'unboxing', 'mysteri', 'box', 'lgi']"
UgxRalkq51aMEAaWsGx4AaABAg,bang review hp untuk kaum mendang mending dong bang yang designnya simple,bang review hp untuk kaum mendang mending dong bang yang designnya simple,"['bang', 'review', 'hp', 'untuk', 'kaum', 'mendang', 'mending', 'dong', 'bang', 'yang', 'designnya', 'simple']","['review', 'kaum', 'mendang', 'mending', 'designnya', 'simple']","['review', 'kaum', 'dang', 'mending', 'designnya', 'simple']"
UgwmUFImaf22u17yTIZ4AaABAg,"info review realme yg ada lensa""nya dong mas😂😂😂",info review realme yg ada lensanya dong mas,"['info', 'review', 'realme', 'yg', 'ada', 'lensanya', 'dong', 'mas']","['info', 'review', 'realme', 'lensanya', 'mas']","['info', 'review', 'realme', 'lensa', 'mas']"
Ugx8FqBHOu62EbtjiC94AaABAg,DESAINNYA GA BANGET VIBESNYA MALAH KAYA HP SATU JUTAAN,desainnya ga banget vibesnya malah kaya hp satu jutaan,"['desainnya', 'ga', 'banget', 'vibesnya', 'malah', 'kaya', 'hp', 'satu', 'jutaan']","['desainnya', 'vibesnya', 'kaya', 'jutaan']","['desain', 'vibesnya', 'kaya', 'juta']"
UgycCbNhTR1D2kMLxxx4AaABAg,Kapan Poco m7?,kapan poco m,"['kapan', 'poco', 'm']",['poco'],['poco']
Ugy6pb29jll2OhfkHzp4AaABAg,Bg tolong riview Meizu 20 infinity dong Bg🙏,bg tolong riview meizu infinity dong bg,"['bg', 'tolong', 'riview', 'meizu', 'infinity', 'dong', 'bg']","['tolong', 'riview', 'meizu', 'infinity']","['tolong', 'riview', 'meizu', 'infinity']"
